Symbol,Description,Analyst Rating,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Exchange,Sector,Industry
HTLFP,"Heartland Financial USA, Inc. - Depositary Shares, each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual",,25.3156,USD,-0.016982689505095346,755,0.1425119861074408,2896057373,USD,14.21745479052005,1.7806,USD,-62.48129964811733,1.77699,NASDAQ,Finance,Regional banks
HTLF,"Heartland Financial USA, Inc.",Buy,67.53,USD,1.8552036199095086,170002,0.729268012279013,2896057373,USD,37.92541839829271,1.7806,USD,-62.48129964811733,1.77699,NASDAQ,Finance,Regional banks
LOT,Lotus Technology Inc.,Neutral,4.27,USD,-0.928074245939676,112820,0.6105070856051931,2891778919,USD,,-1.5657,USD,-4014.2500000000005,0,NASDAQ,Consumer durables,Motor vehicles
FUWAY,"Furukawa Electric Co., Ltd.",Neutral,20.395,USD,3.791348600508911,1500,0.30866738003127825,2891715293.119204,USD,19.770259790616517,1.0316,USD,230.9592556945782,0.912049,OTC,Producer manufacturing,Electrical products
KRYPY,Kerry Properties Ltd.,,10.14,USD,4.000000000000005,5001,4.587231700605393,2889513537.53825,USD,10.03861003861004,1.0101,USD,-75.43112884002628,7.66727,OTC,Finance,Real estate development
SFRRF,Sandfire Resources NL,Neutral,6.3,USD,-6.66666666666667,200,0.0914787540593697,2887922781.9376826,USD,,-0.039529379999999996,USD,-115.04393277846776,0,OTC,Non-energy minerals,Other metals/Minerals
BFH,"Bread Financial Holdings, Inc.",Neutral,58.07,USD,2.2359154929577523,542993,0.797206423481805,2886953588,USD,9.28867348081322,6.2517,USD,-41.919750276386814,1.44653,NYSE,Finance,Regional banks
FOLD,"Amicus Therapeutics, Inc.",Strong buy,9.66,USD,1.6842105263157907,1925248,0.804359711457144,2886463848,USD,,-0.3489,USD,41.94675540765391,0,NASDAQ,Health technology,Pharmaceuticals: major
WULF,TeraWulf Inc.,Strong buy,7.45,USD,6.5808297567954215,25854792,0.9248964550324265,2875012175.0000005,USD,,-0.1662,USD,68.31871902401829,0,NASDAQ,Technology services,Data processing services
PHPPY,Signify N.V.,,11.5,USD,1.950354609929084,379,0.3988214248132169,2872502806.1356196,USD,,,,,5.86506,OTC,Producer manufacturing,Electrical products
PLMR,"Palomar Holdings, Inc.",Buy,108.32,USD,-0.32207600993835334,139860,0.7665653422139301,2866782813,USD,25.689552946756788,4.2165,USD,48.80364201016374,0,NASDAQ,Finance,Property/Casualty insurance
UE,Urban Edge Properties,Buy,22.95,USD,0,1164650,1.4425489833723826,2865797475,USD,10.273512690809794,2.2339,USD,542.6639815880324,2.91939,NYSE,Finance,Real estate investment trusts
ZIM,ZIM Integrated Shipping Services Ltd.,Sell,23.78,USD,-1.8572018159306616,8407359,1.0140486356375484,2862041337,USD,1.992809794769084,11.9329,USD,,4.87805,NYSE,Transportation,Marine shipping
CON/I,"Concentra Group Holdings Parent, Inc.",Strong buy,22.45,USD,2.9816513761467824,598,,2858861709.7,USD,,,,,0,NYSE,Health services,Medical/Nursing services
BANC/PF,"Banc of California, Inc. Depositary Shares, each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock, Series F",,24.56,USD,0.24489795918366825,37645,0.3383126873773285,2857728196,USD,,-4.3132,USD,-346.3137456455942,2.35988,NYSE,Finance,Regional banks
BANC,"Banc of California, Inc.",Buy,16.95,USD,3.606356968215158,3111870,1.3924608607960207,2857728196,USD,,-4.3132,USD,-346.3137456455942,2.35988,NYSE,Finance,Regional banks
CSQ,Calamos Strategic Total Return Fund,,18.01,USD,0.4461795872838921,143799,0.5676115741462577,2856150000,USD,5.948213224123126,3.0278,USD,,6.82954,NASDAQ,Miscellaneous,Investment trusts/Mutual funds
AZZ,AZZ Inc.,Buy,95.54,USD,0.1362540614191486,278313,1.3252772809608977,2854443947,USD,111.57304682938224,0.8563,USD,-68.9982259874733,0.711744,NYSE,Process industries,Industrial specialties
SDRL,Seadrill Limited,Strong buy,41.61,USD,3.2250062019349963,1102637,0.985818141699495,2854268836,USD,7.196098438337685,5.7823,USD,-27.79525985864489,0,NYSE,Industrial services,Contract drilling
FLYW,Flywire Corporation - Voting,Strong buy,22.92,USD,-0.04361098996946363,1033718,0.48702127624489905,2851639359,USD,153.61930294906168,0.1492,USD,,0,NASDAQ,Finance,Regional banks
FFBC,First Financial Bancorp.,Neutral,29.86,USD,1.7029972752043598,361787,0.9973675497647224,2851306335.0000005,USD,12.897373876986869,2.3152,USD,-17.982145387558454,3.11453,NASDAQ,Finance,Regional banks
WLYB,"John Wiley & Sons, Inc.",Strong buy,52.58,USD,1.2516849605237792,217,0.7013574660633485,2850803468.979897,USD,,-2.0005,USD,-88.79765949414873,2.69002,NYSE,Consumer services,Publishing: books/magazines
APPN,Appian Corporation,Neutral,38.56,USD,0.02594033722439719,457713,0.8236966679653722,2849093765.9999995,USD,,-1.2176,USD,34.63603178011596,0,NASDAQ,Technology services,Packaged software
FRZCF,Frasers Centrepoint Trust,Buy,1.3,USD,-4.411764705882357,987,0.6027849028948332,2846700630.1136,USD,15.261789585706978,0.08518005000000002,USD,0.6312070445111729,5.70711,OTC,Finance,Real estate investment trusts
THKLY,"THK Co., Ltd.",,11.89,USD,5.501330967169485,76528,0.9595867136462238,2846437460.9833574,USD,32.61108063631377,0.3646,USD,0.9133683919180652,2.78894,OTC,Producer manufacturing,Industrial machinery
NSP,"Insperity, Inc.",Neutral,76.09,USD,3.0471289274106175,370015,1.0605163416077006,2844486512,USD,24.143292295976646,3.1516,USD,-36.330026869229684,3.07531,NYSE,Commercial services,Miscellaneous commercial services
KPDCF,Keppel DC Reit Mgmt Pte Ltd.,Buy,1.65,USD,-5.71428571428572,1000,1.5213753232922562,2843846257.2429,USD,25.58288272573987,0.06449624999999999,USD,-52.1585535465925,4.00045,OTC,Finance,Real estate investment trusts
DIOD,Diodes Incorporated,Neutral,61.305,USD,3.6082474226804084,423739,1.1459470013811217,2840437341,USD,46.48191674880582,1.3189,USD,-79.27268155458816,0,NASDAQ,Electronic technology,Semiconductors
SUOPY,Sumco Corp.,,16.84,USD,4.406914168092645,3075,0.6322217196430774,2838335015.5830975,USD,20.968746108828288,0.8031,USD,-75.16620798416773,1.81621,OTC,Producer manufacturing,Industrial machinery
BOSSY,Hugo Boss AG,Buy,8.19,USD,-3.2486709982280018,15354,0.36051139365336526,2837845848.9959197,USD,12.113592663807127,0.6761,USD,-10.128937923700644,2.39253,OTC,Consumer non-durables,Apparel/Footwear
CNXC,Concentrix Corporation,Buy,43.72,USD,10.51567239635995,1890804,2.7533096290204164,2833875762,USD,14.157114176542969,3.0882,USD,-53.79367098077354,2.8368,NASDAQ,Commercial services,Miscellaneous commercial services
WLY,"John Wiley & Sons, Inc.",Strong buy,52.16,USD,2.374877330716376,271913,0.9731298030105816,2831827029,USD,,-2.0005,USD,-88.79765949414873,2.69364,NYSE,Consumer services,Publishing: books/magazines
HMNTY,HEMNET GROUP AB,,29.126,USD,0.8168916580131556,729,0.1152842571360797,2831676567.5699997,USD,65.08603351955307,0.4475,USD,55.9776925758104,0.241708,OTC,Finance,Real estate development
LFST,"LifeStance Health Group, Inc.",Buy,7.4,USD,1.2311901504788063,1515048,0.6650605925629443,2831536822,USD,,-0.2518,USD,50.57899901864572,0,NASDAQ,Health services,Medical/Nursing services
MMNNF,Munters Group AP,Buy,15.5,USD,0.649350649350647,200,0.2064409578860446,2831013885.4825583,USD,33.33823728049459,0.46493160000000006,USD,8.36984419298321,0.755814,OTC,Producer manufacturing,Industrial machinery
FCPT,"Four Corners Property Trust, Inc.",Buy,29.25,USD,0.2742543709290308,427090,0.5788438789926389,2829463509,USD,27.36970150650323,1.0687,USD,-0.7430110522894035,4.71795,NYSE,Finance,Real estate investment trusts
BLFBY,Balfour Beatty Plc,,9.34,USD,-9.671179883945841,100,0.12484394506866417,2825509109.0113997,USD,8.876639422163086,1.0522,USD,40.23723843795816,0,OTC,Industrial services,Engineering & construction
NAD,Nuveen Quality Municipal Income Fund,,12.09,USD,0.7499999999999989,588554,0.9590619946952524,2821870000,USD,48.49578820697954,0.2493,USD,,5.86849,NYSE,Miscellaneous,Investment trusts/Mutual funds
STLJF,Stella Jones Inc.,Buy,50.22,USD,-0.0597014925373157,657,0.1836016096579477,2813790236.8552837,USD,11.91995731572943,4.213102335,USD,9.065630721421897,1.51365,OTC,Non-energy minerals,Forest products
PAR,PAR Technology Corporation,Strong buy,77.41,USD,0.29800466442082113,542681,0.7845379745142728,2810376703.0000005,USD,,-0.2581,USD,89.08067859711468,0,NYSE,Electronic technology,Electronic equipment/Instruments
STNG,Scorpio Tankers Inc.,Buy,52.74,USD,-0.3213003213003111,745235,0.7567712973336844,2804454780,USD,3.7776122396355616,13.9612,USD,17.08487084870849,2.93895,NYSE,Transportation,Marine shipping
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,,25.251,USD,-0.1936758893280612,4582,1.0393086397350693,2804454780,USD,,,,,,NYSE,Transportation,Marine shipping
BDGSF,Bank of Ga Group Plc,Strong buy,63,USD,0.47846889952152655,100,0.08274036074797286,2804013379.856996,USD,3.121806769512513,20.180621239999997,USD,44.464868596388236,4.74122,OTC,Finance,Major banks
GBNXF,"Gibson Energy, Inc.",Strong buy,17.203,USD,0.6612053832650646,2150,0.14047880403533533,2802537443.177861,USD,18.165428565415716,0.9470186700000001,USD,-16.186622250287297,6.76692,OTC,Distribution services,Wholesale distributors
SRRK,Scholar Rock Holding Corporation,Strong buy,29.92,USD,12.185976752905885,1141132,1.259103445505995,2800959374,USD,,-2.4687,USD,-9.564175394993788,0,NASDAQ,Health technology,Biotechnology
HAFN,Hafnia Limited,Strong buy,5.54,USD,0.9107468123861534,1720329,0.7629937377290161,2800341712.8695655,USD,3.535234529456028,1.567081322,USD,-19.746303544735827,20.8381,NYSE,Transportation,Marine shipping
TDW,Tidewater Inc.,Buy,53.52,USD,1.8846373500856692,878380,0.6502506231340217,2800326675,USD,15.72314110285261,3.4039,USD,154.02238805970148,0,NYSE,Transportation,Marine shipping
PFS,"Provident Financial Services, Inc",Strong buy,21.4,USD,2.6378896882493863,569946,0.889466177653213,2792450149,USD,20.664349169563536,1.0356,USD,-48.4776119402985,4.48598,NYSE,Finance,Savings banks
TAVHY,Tav Havalimanlari Holding AS,,31.16,USD,-2.8072364316905865,174,0.132138517618469,2792374303.63402,USD,10.226116635489483,3.0471,USD,40.71765031864783,0,OTC,Transportation,Other transportation
VEMLY,"Venture Corp., Ltd.",,45.36,USD,-5.667047935946764,537,1.1479264643009832,2789696339.9916,USD,14.029878444836227,3.2331,USD,-26.0227896760022,5.6298,OTC,Electronic technology,Computer processing hardware
CON,"Concentra Group Holdings Parent, Inc.",Strong buy,21.9,USD,1.9553072625698238,817283,1.3842784833967816,2788822781.3999996,USD,,,,,0,NYSE,Health services,Medical/Nursing services
LIVN,LivaNova PLC,Strong buy,51.32,USD,-0.7350096711798888,400585,0.8769577402627994,2786718818,USD,120.41295166588455,0.4262,USD,695.1492537313434,0,NASDAQ,Health technology,Medical specialties
WRBY,Warby Parker Inc.,Buy,23.11,USD,-0.6875805758487329,1470208,0.8120367247161325,2780986319,USD,,-0.2731,USD,50.525362318840585,0,NYSE,Retail trade,Specialty stores
BICEF,Bic Stec,Buy,66.6,USD,4.237586571193796,265,0.710455764075067,2780623931.244095,USD,12.19031236271896,5.463354672,USD,4.158335405052971,6.72441,OTC,Producer manufacturing,Industrial conglomerates
HKUOY,"Hakuhodo Dy Holdings, Inc.",,15.78,USD,-8.255813953488373,210,0.9699769053117783,2779712118.989369,USD,13.951021129873574,1.1311,USD,223.63376251788273,2.40389,OTC,Commercial services,Advertising/Marketing services
CCS,"Century Communities, Inc.",Neutral,88.69,USD,1.6620816139385635,310006,0.8754872274533925,2779284179,USD,8.84308974704117,10.0293,USD,30.57624205811894,1.1388,NYSE,Consumer durables,Homebuilding
BICEY,BIC SA,,33.01,USD,0.1213224143160423,1172,0.36591838646226854,2776703084.4965997,USD,11.971422354391818,2.7574,USD,-1.4545584503770324,5.64877,OTC,Producer manufacturing,Industrial conglomerates
KBYPF,"Kobayashi Pharmaceutical Co., Ltd.",Neutral,37.43,USD,15.22241034323534,100,0.29735355337496283,2775921736.528279,USD,39.45371476247912,0.9487066103999998,USD,-48.57383664559588,1.76296,OTC,Health technology,Pharmaceuticals: major
USAC,"USA Compression Partners, LP",Neutral,23.72,USD,-0.5450733752620651,427932,1.8170824398632726,2775781561,USD,42.74644080014417,0.5549,USD,270.9224598930481,8.85329,NYSE,Industrial services,Oilfield services/Equipment
PPBI,Pacific Premier Bancorp Inc,Buy,28.73,USD,2.938015048369761,393790,0.7402910933087491,2770739200,USD,,-0.1463,USD,-105.83217061989237,4.5945,NASDAQ,Finance,Regional banks
PTGX,"Protagonist Therapeutics, Inc.",Strong buy,46.46,USD,11.548619447779117,1322201,1.3471875570582712,2768923892,USD,17.429471788715485,2.6656,USD,,0,NASDAQ,Health technology,Biotechnology
GT,The Goodyear Tire & Rubber Company,Buy,9.71,USD,4.520990312163636,4165281,1.0463623037147953,2766570082,USD,,-1.0437,USD,40.83668726262683,0,NASDAQ,Consumer durables,Automotive aftermarket
PSMT,"PriceSmart, Inc.",Buy,89.96,USD,1.6726943942133699,177427,1.4353228216385268,2760577294,USD,21.841843300070412,4.1187,USD,9.472928793557116,1.28946,NASDAQ,Retail trade,Specialty stores
CMTOY,Cementos Argos S.A.,Buy,10.46,USD,1.750972762645929,14210,1.732060798868858,2758612921.43544,USD,77.42413027387121,0.1351,USD,-69.16932907348242,3.78856,OTC,Non-energy minerals,Construction materials
GNNDY,GN Store Nord A/S,,56.482,USD,2.1189658289640154,6,0.010787486515641855,2757996394.8209767,USD,28.47018498916276,1.9839,USD,41.1124546553809,0,OTC,Electronic technology,Telecommunications equipment
ACKAY,Arcelik A.S.,Strong buy,19.33,USD,8.624797698255692,215,0.09234601838330041,2756819059.78507,USD,80.844834797156,0.2391,USD,-87.83886882661105,0,OTC,Consumer durables,Electronics/Appliances
OSIS,"OSI Systems, Inc.",Strong buy,164.91,USD,-0.25403737978589236,174500,0.814882129284669,2755769625,USD,21.499250374812593,7.6705,USD,41.20430028349471,0,NASDAQ,Electronic technology,Aerospace & defense
ENR,"Energizer Holdings, Inc.",Neutral,38.3,USD,0.5513258072984871,737318,0.896436130272224,2754489705.9999995,USD,74.44120505344995,0.5145,USD,-73.49441038586369,3.13316,NYSE,Consumer non-durables,Household/Personal care
ORGJF,Organo Corp.,Strong buy,60,USD,31.00436681222708,100,,2753334732.055109,USD,19.90912750708075,3.0136930901999994,USD,68.86226614589799,1.5155,OTC,Producer manufacturing,Industrial machinery
NVG,Nuveen AMT-Free Municipal Credit Income Fund,,12.89,USD,1.1773940345368945,427217,0.7423388965411546,2752300000,USD,29.591368227731866,0.4356,USD,,5.96974,NYSE,Miscellaneous,Investment trusts/Mutual funds
TBBK,"The Bancorp, Inc.",Strong buy,57.42,USD,2.7191413237924924,476998,0.8851182240854111,2752261221,USD,14.509526456764544,3.9574,USD,16.73057636717597,0,NASDAQ,Finance,Regional banks
ZLAB,Zai Lab Limited,Strong buy,26.43,USD,2.840466926070041,790653,0.4364598753219407,2751499005.90355,USD,,-2.7807,USD,10.909265667051136,0,NASDAQ,Health technology,Biotechnology
ABR/PE,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,,18.3,USD,-0.054614964500262216,5207,0.903240355259506,2749915997,USD,14.109483423284503,1.297,USD,-26.656864962678128,11.797,NYSE,Finance,Real estate investment trusts
ABR/PF,"Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per share",,20.4,USD,-1.0189228529839924,21385,0.81624318206975,2749915997,USD,15.728604471858134,1.297,USD,-26.656864962678128,11.797,NYSE,Finance,Real estate investment trusts
ABR,Arbor Realty Trust,Neutral,14.58,USD,0.5517241379310349,1504223,0.5563539835197909,2749915997,USD,11.241326137239785,1.297,USD,-26.656864962678128,11.797,NYSE,Finance,Real estate investment trusts
ABR/PD,"Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per Share",,18.7,USD,1.6746411483253578,29607,1.7128228862341268,2749915997,USD,14.417887432536624,1.297,USD,-26.656864962678128,11.797,NYSE,Finance,Real estate investment trusts
ENVA,"Enova International, Inc.",Buy,104.74,USD,2.6661438933542434,151865,0.8363835231371997,2744828105,USD,16.72308085323796,6.2632,USD,6.06424954700175,0,NYSE,Finance,Finance/Rental/Leasing
IMPJY,Webuild SpA,,5.36,USD,-0.3717472118959029,900,0.14016071762287424,2743263845.4860797,USD,11.62942069863311,0.4609,USD,,1.83853,OTC,Industrial services,Engineering & construction
DRVN,Driven Brands Holdings Inc.,Buy,16.69,USD,3.664596273291924,590399,1.1621389297713767,2739064249,USD,618.1481481481482,0.027,USD,,0,NASDAQ,Consumer services,Other consumer services
SLOIY,"Soitec, Bernin",,35.75,USD,13.204559848005074,151,0.7860489328474753,2738645794.56132,USD,22.052927024859663,1.6211,USD,-50.28977952224709,0,OTC,Electronic technology,Electronic components
SECYF,"Secure Energy Services., Inc.",Buy,11.57,USD,-2.420511090495058,1654,0.11292800327723347,2737435817.3331275,USD,7.177019699024019,1.612089765,USD,295.2430598435527,2.47219,OTC,Industrial services,Environmental services
UTG,Reaves Utility Income Fund,,34.58,USD,0.5524861878452972,282138,1.2051781936978654,2733120000,USD,,-0.4474,USD,-156.1143860529286,7.14286,AMEX,Miscellaneous,Investment trusts/Mutual funds
LXP/PC,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,,50.36,USD,2.6498165511618366,325,0.27526043872279155,2733047714,USD,751.641791044776,0.067,USD,-60.74985354422964,5.60345,NYSE,Finance,Real estate investment trusts
LXP,LXP Industrial Trust,Buy,9.28,USD,0.8695652173913052,1785262,0.9342792049712897,2733047714,USD,138.50746268656715,0.067,USD,-60.74985354422964,5.60345,NYSE,Finance,Real estate investment trusts
RNSHF,Renishaw Plc,Neutral,37.4521,USD,-9.162988115449904,482,0.7285368802902056,2726083750.7271633,USD,22.23265927848458,1.68455332,USD,-16.309625368232197,2.4345,OTC,Producer manufacturing,Industrial machinery
ACAD,ACADIA Pharmaceuticals Inc.,Buy,16.37,USD,1.1742892459827026,1398699,1.0105980285123672,2723835403,USD,21.190938511326863,0.7725,USD,,0,NASDAQ,Health technology,Pharmaceuticals: major
NPWR,NET Power Inc.,Buy,12.64,USD,0.7171314741035845,1635799,1.5684906734292645,2722900025.9999995,USD,116.06978879706153,0.1089,USD,,0,NYSE,Producer manufacturing,Electrical products
LIMAF,Linamar Corporation,Buy,44.18,USD,0.46617396247867715,11659,1.345978457879729,2720522843.7914305,USD,6.188348507953877,7.139223,USD,21.890604255613916,1.56831,OTC,Producer manufacturing,Auto parts: OEM
HWKN,"Hawkins, Inc.",Neutral,130.03,USD,1.5621338748730766,89327,0.7548124819909534,2719023980,USD,33.25745562432861,3.9098,USD,19.085038986354785,0.507575,NASDAQ,Process industries,Chemicals: specialty
DRXGY,Drax Group Plc,,16.48,USD,5.169112954690495,393,1.075828086504243,2717378580.5459995,USD,3.940509779541868,4.1822,USD,223.59950479727638,3.22175,OTC,Utilities,Electric utilities
C/PN,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),,30.22,USD,0.0662251655629125,108373,1.2652681425579262,2714964800,USD,,,,,,NYSE,Finance,Finance/Rental/Leasing
IBTX,"Independent Bank Group, Inc",Buy,65.49,USD,1.2679758775320753,250435,1.1747319696338576,2713647852,USD,,-10.4919,USD,-731.5475832179619,2.32097,NASDAQ,Finance,Regional banks
TOWN,Towne Bank,Buy,36.13,USD,2.3222883035967157,217054,0.8960616535201301,2711438437.0000005,USD,18.152130225080388,1.9904,USD,-14.047588202271458,2.76778,NASDAQ,Finance,Regional banks
RPD,"Rapid7, Inc.",Buy,42.86,USD,0.9896324222431708,861671,1.0960845808387993,2709034923,USD,67.50669396755394,0.6349,USD,,0,NASDAQ,Technology services,Information technology services
DRXGF,Drax Group Plc,Buy,8.2069,USD,-4.012865497076041,1000,1.4686444411807902,2705205501.8945036,USD,3.9087493140018497,2.09962301,USD,250.84464555128397,3.70992,OTC,Utilities,Electric utilities
BOWFF,Boardwalk Real Estate Investment Trust,Buy,50.23,USD,-1.0831035840882322,101,0.09700345754898194,2704047843.92349,USD,5.029015187464172,9.988039035,USD,22.650832642770183,1.89345,OTC,Finance,Real estate investment trusts
FCXXF,First Cap Real Estate Investment Trust,Strong buy,12.7,USD,-2.6819923371647616,4193,0.35554387274022314,2702048364.45207,USD,10.590547879312417,1.19918253,USD,,4.85666,OTC,Finance,Real estate investment trusts
RUBSF,RUBIS,Strong buy,26.2,USD,-21.90760059612518,200,0.48983590497183443,2701380999.7925673,USD,8.12556154608342,3.2243925360000003,USD,-3.2328845694447543,8.55661,OTC,Distribution services,Wholesale distributors
QDEL,QuidelOrtho Corporation,Buy,40.14,USD,5.938242280285035,4300219,3.0770016217834897,2699684760,USD,,-27.8936,USD,-14485.559566787004,0,NASDAQ,Health technology,Medical specialties
VTRLY,Vitrolife AB,,19.1,USD,-3.778337531486146,100,0.4819277108433735,2698920620.19,USD,,-2.6307,USD,-1041.8904403866811,0.249827,OTC,Health technology,Medical specialties
MRRTY,Marfrig Global Foods SA,,3.08,USD,5.119453924914672,39044,1.1280024499182397,2695522972.2564,USD,56.51376146788991,0.0545,USD,,0,OTC,Consumer non-durables,Food: meat/fish/dairy
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Buy,17.74,USD,0.39615166949630287,491858,0.45721627721106045,2695139185.0483866,USD,,-0.895506885,USD,86.14464012796628,0,NYSE,Technology services,Packaged software
GMALY,Genting Malaysia Berhad,,15,USD,7.142857142857142,126,0.1693776045167361,2692435239.4472,USD,28.587764436821036,0.5247,USD,,6.5456,OTC,Consumer services,Hotels/Resorts/Cruise lines
BVHMF,VISTRY GROUP PLC.,Neutral,8.15,USD,0.24600246002459497,18389,0.4008361561231652,2692321388.0404363,USD,8.853529521464123,0.92053683,USD,-23.18340100851112,0,OTC,Consumer durables,Homebuilding
THYCF,Taiheiyo Cement Corp.,Strong buy,23.8,USD,-3.015484922575381,930,3.5700575815738964,2685390177.9179015,USD,6.646817886589458,3.5806607621999995,USD,,2.02812,OTC,Non-energy minerals,Construction materials
HNI,HNI Corporation,Strong buy,56.17,USD,1.0979121670266367,391787,1.1984574319367995,2685151283,USD,21.889248275593314,2.5661,USD,175.74683000214915,2.3144,NYSE,Producer manufacturing,Office equipment/Supplies
NHPEF,New Hope Corp. Ltd.,Neutral,3.165,USD,-1.5552099533436958,300,0.181422351233672,2675486633.9353185,USD,8.623919949052988,0.36700247899999994,USD,-50.416080715698385,8.00821,OTC,Energy minerals,Coal
FUWAF,"Furukawa Electric Co., Ltd.",Neutral,38,USD,32.0361362056984,200,0.37965072133637057,2674606307.984255,USD,17.61590929639583,2.1571409888999997,USD,289.31456725121063,0.944733,OTC,Producer manufacturing,Electrical products
BVHMY,VISTRY GROUP PLC.,,8.51,USD,9.806451612903224,532,0.5097738597163665,2673424925.7043996,USD,9.288364985810958,0.9162,USD,-30.36935704514364,0,OTC,Consumer durables,Homebuilding
GRRMY,Gerresheimer AG,,19,USD,-5.519641969169565,126,0.1956825594036341,2671532893.5701,USD,21.300448430493272,0.892,USD,2.5641025641025625,1.13148,OTC,Process industries,Containers/Packaging
BYLOF,Big Yellow Group PLC,Buy,13.92,USD,3.714189919159557,18907,16.107514056909185,2668823330.5552,USD,7.666675170507518,1.8156501599999997,USD,-33.778628025615994,4.16974,OTC,Finance,Real estate investment trusts
ACOPY,The A2 Milk Co Ltd.,,3.55,USD,12.698412698412694,400,0.16268098259313485,2668007848.26145,USD,25.393419170243202,0.1398,USD,24.821428571428577,0,OTC,Consumer non-durables,Food: meat/fish/dairy
BAFBF,Balfour Beatty Plc,Strong buy,5.23,USD,-16.319999999999993,278,0.16764156063438462,2664809576.320926,USD,9.891622242313122,0.52873026,USD,53.504626214256035,2.67817,OTC,Industrial services,Engineering & construction
MTX,Minerals Technologies Inc.,Strong buy,83.39,USD,1.1646245299041533,122448,0.912417651937345,2659200464,USD,17.66812153057333,4.7198,USD,138.49418898433552,0.491666,NYSE,Process industries,Chemicals: specialty
GRND,Grindr Inc.,Strong buy,15.05,USD,0.8037508372404621,294212,0.47856227667936874,2658016597,USD,,-0.2998,USD,-781.764705882353,0,NYSE,Technology services,Internet software/Services
NETLF,NETLINK NBN TR,Buy,0.682,USD,3.49013657056146,800,,2657734215.692486,USD,34.65293963122565,0.019680870000000003,USD,4.328597229371235,6.12717,OTC,Communications,Major telecommunications
AIN,Albany International Corporation,Buy,84.78,USD,2.7262813522355507,265646,0.872590362830934,2653613897.0000005,USD,26.456545482914652,3.2045,USD,1.3825613768666112,1.2267,NYSE,Process industries,Textiles
CTTTF,CATENA AB,Buy,43.935,USD,-20.001820830298612,294,,2651921152.0088196,USD,16.77541765005322,2.6190108,USD,4522.862795268919,1.74538,OTC,Finance,Real estate development
KLIC,"Kulicke and Soffa Industries, Inc.",Buy,49.17,USD,1.4651258770119704,442997,0.5500220506947459,2648849646,USD,,-1.2247,USD,-223.30849778493754,1.62701,NASDAQ,Producer manufacturing,Industrial machinery
THKLF,"THK Co., Ltd.",Buy,21.58,USD,36.15141955835961,43800,19.669480869409014,2644974485.4728575,USD,28.14214586399962,0.7668214109999999,USD,17.47893467561246,0.947075,OTC,Producer manufacturing,Industrial machinery
QS,QuantumScape Corporation,Neutral,5.16,USD,2.3809523809523827,10609421,0.9493029101265394,2644351500,USD,,-0.9543,USD,2.978853192354615,0,NYSE,Producer manufacturing,Electrical products
EPAC,Enerpac Tool Group Corp.,Buy,48.74,USD,1.7749008143662588,312553,0.9546588001866844,2641427561.9999995,USD,31.185616482180563,1.5629,USD,90.78369140624999,0.0820681,NYSE,Producer manufacturing,Industrial machinery
FBK,FB Financial Corporation,Buy,56.59,USD,2.666908563134989,167427,1.206672384343176,2640605539,USD,24.68484187568157,2.2925,USD,-16.69997456487773,1.16628,NYSE,Finance,Major banks
JANX,"Janux Therapeutics, Inc.",Strong buy,50.31,USD,8.19354838709678,797810,1.2823906883336218,2640370565,USD,,-1.1759,USD,20.326580391625452,0,NASDAQ,Health technology,Biotechnology
SFFYF,Signify NV,Buy,20.9,USD,-6.320035858359481,100,0.11732957878681216,2636692704.6320148,USD,,,,,7.12972,OTC,Producer manufacturing,Electrical products
GGNDF,GN Store Nord A/S,Buy,18.05,USD,-15.098777046095957,400,0.6167129201356768,2627203936.060764,USD,26.702534485395727,0.6759657968,USD,43.58077492086198,0,OTC,Electronic technology,Telecommunications equipment
BBUC,Brookfield Business Corporation,,26.56,USD,2.153846153846149,27022,0.575929955732125,2626480234.137239,USD,,-0.37277681999999995,USD,-114.3425596109976,0.920092,NYSE,Industrial services,Engineering & construction
AMBA,"Ambarella, Inc.",Buy,63.62,USD,3.784665579119087,498723,1.532364836568091,2625883518.0000005,USD,,-4.3207,USD,-73.06336617800211,0,NASDAQ,Electronic technology,Semiconductors
CDE,"Coeur Mining, Inc.",Strong buy,6.57,USD,-0.9049773755656051,7782102,0.7072354389997391,2623010814.0000005,USD,,-0.0175,USD,73.32317073170732,0,NYSE,Non-energy minerals,Precious metals
